lekon	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_english	nt_idn	nt_tapah	nt_comment	nt_xref	Concepticon_Gloss	Concepticon_ID	concept_url
300. aimèn ое	300	aimèn ое		schoondochter	daughter-in-law	menantu perempuan	101	102	-	FALSE									DAUGHTER-IN-LAW	1057	https://concepticon.clld.org/parameters/1057
302/303. inangó tiri	302/303	inangó tiri		stiefzoon, stiefdochter <unsp.>			102	103	-	FALSE										NA	
304. amongó tiri, inangó tiri <2>	304	amongó tiri	2	stiefouders	stepparents	ayah dan ibu tiri	103	104	-	FALSE			amangó tiri	father						NA	https://concepticon.clld.org/parameters/NA
304. amongó tiri, inangó tiri <2>	304	inangó tiri	2	stiefouders	stepparents	ayah dan ibu tiri	103	104	-	FALSE			inangó tiri	mother						NA	https://concepticon.clld.org/parameters/NA
305. ana' tiri	305	ana' tiri		aangenomen kind	adopted child	anak pungut ; anak angkat	104	105	-	FALSE										NA	https://concepticon.clld.org/parameters/NA
306-309. la-oen oe-Toemoedong oe	306-309	la-oen oe-Toemoedong oe		zwager <unsp.>			105	106	219	FALSE										NA	
315. akên	315	akên		verwant	related	keluarga	107	108	221	FALSE									FAMILY	194	https://concepticon.clld.org/parameters/194
316. aròh	316	aròh		niet verwant	unrelated	bukan keluarga	108	109	-	FALSE										NA	https://concepticon.clld.org/parameters/NA
317. alifingó	317	alifingó		man (echtgenoot)	husband	suami	109	110	222	TRUE									HUSBAND	1200	https://concepticon.clld.org/parameters/1200
318. alihingó	318	alihingó		vrouw (echtgenote)	wife	istri	111	112	223	TRUE									WIFE	1199	https://concepticon.clld.org/parameters/1199
320. aìè	320	aìè		metgezel, vriend	comrade, friend	sekutu, teman	-	577	-	FALSE									FRIEND	1325	https://concepticon.clld.org/parameters/1325
324. mansiboecha	324	mansiboecha		gast, vreemdeling	guest, stranger	tamu, orang asing	-	689	-	FALSE									GUEST OR STRANGER	2908	https://concepticon.clld.org/parameters/2908
326. banò	326	banò		land (staat)	country	negara	585	597	-	FALSE									COUNTRY	1300	https://concepticon.clld.org/parameters/1300
327. kampong	327	kampong		stad (of hoofdplaats)	town (capital)	kota (ibu kota)	587	599	-	FALSE									TOWN	1391	https://concepticon.clld.org/parameters/1391
329. sênêboe	329	sênêboe		bijdorp (gehucht)	hamlet	dukuh	589	600	228	FALSE										NA	https://concepticon.clld.org/parameters/NA
330. bangsò	330	bangsò		volk (volksstam)	people (tribe)	rakyat, bangsa (suku bangsa)	586	598	229	FALSE									TRIBE	1549	https://concepticon.clld.org/parameters/1549
332. hadjimat	332	hadjimat		talisman	talisman	jimat	202	205	-	FALSE									MAGIC	392	https://concepticon.clld.org/parameters/392
339. hantoe	339	hantoe		spook	ghost	setan	209	212	-	FALSE									GHOST	1175	https://concepticon.clld.org/parameters/1175
340. sòman sòman	340	sòman sòman		goede geest	spirit	ruh baik	212	215	-	FALSE									SPIRIT	53	https://concepticon.clld.org/parameters/53
341. mòd	341	mòd		kwade geest	evil spirit	ruh jahat	207/213	210	-	FALSE									DEMON	1973	https://concepticon.clld.org/parameters/1973
345. allah ta allah, Nabi Mohamad	345	allah ta allah, Nabi Mohamad		opperwezen	the supreme being	yang maha kuasa	215	218	-	FALSE									DEITY	3231	https://concepticon.clld.org/parameters/3231
351. manoerat	351	manoerat		schrift	writing	tulisan	218	220	-	FALSE										NA	https://concepticon.clld.org/parameters/NA
353. kêrtai	353	kêrtai		papier	paper	kertas	220	222	-	FALSE									PAPER	648	https://concepticon.clld.org/parameters/648
354. soerat	354	soerat		brief	letter	surat	223	224	-	FALSE									LETTER	1612	https://concepticon.clld.org/parameters/1612
355. soerat	355	soerat		boek (in alg.zin)	book	buku	221	223	-	FALSE									BOOK	963	https://concepticon.clld.org/parameters/963
356. moesésé	356	moesésé		verhaal	story	cerita	224	225	236	FALSE									STORY	2060	https://concepticon.clld.org/parameters/2060
358. nanga nanga	358	nanga nanga		gedicht (of rijmwerk)	poem	sanjak, syair	226	227	-	FALSE									POETRY	541	https://concepticon.clld.org/parameters/541
359. nanga nanga	359	nanga nanga		zangwijs	tune, melody	nyanyian	227	228	-	FALSE									SONG	1096	https://concepticon.clld.org/parameters/1096
367. sêdik	367	sêdik		deugd (goed zijn)	virtue	kebajikan	235	233	-	FALSE										NA	https://concepticon.clld.org/parameters/NA
368. bieng-òng	368	bieng-òng		zonde (kwaad doen)	sin	dosa	236	234	237	FALSE									SIN	2971	https://concepticon.clld.org/parameters/2971
369. Hharam	369	Hharam		verboden (onrein)	forbidden	pantangan, pemali	237	235	-	FALSE										NA	https://concepticon.clld.org/parameters/NA
371. têngkoe	371	têngkoe		priester	priest	pemimpin agama laki-laki	239	237	239	FALSE									PRIEST	852	https://concepticon.clld.org/parameters/852
374. massigit	374	massigit		tempel	temple	kuil	241	239	241	FALSE									TEMPLE	911	https://concepticon.clld.org/parameters/911
375. aulia	375	aulia		heilige plaats	holy place	tempat suci	242	240	-	FALSE									TEMPLE	911	https://concepticon.clld.org/parameters/911
377. soerau	377	soerau		raadhuis	town hall	balai kota	591	601	-	FALSE									MEETING HOUSE	335	https://concepticon.clld.org/parameters/335
378. radjò	378	radjò		koning	king	raja	593	603	-	FALSE									KING	1508	https://concepticon.clld.org/parameters/1508
382. tata oetí	382	tata oetí		plaats (die gevreesd wordt)	(sacred) place (held in awe)	tempat (menyeramkan)	243	241	-	FALSE									PLACE (POSITION)	723	https://concepticon.clld.org/parameters/723
386. dato	386	dato		dorpshoofd	village head	kepala kampung	597	608	245	FALSE									CHIEFTAIN	301	https://concepticon.clld.org/parameters/301
389. si atoea toea	389	si atoea toea		oudsten	village elders	orang tua-tua	599	610	248	FALSE									OLD (AGED)	2112	https://concepticon.clld.org/parameters/2112
391. labòh	391	labòh		geluk	happiness	kebahagiaan	210	213	-	FALSE									HAPPINESS	2941	https://concepticon.clld.org/parameters/2941
392. roegí	392	roegí		ongeluk	unhappiness	kesedihan, kemalangan	211	214	-	FALSE									SADNESS	3854	https://concepticon.clld.org/parameters/3854
396. adat	396	adat		gewoonterecht	common law	hukum adat	604	623	-	FALSE									LAW	1062	https://concepticon.clld.org/parameters/1062
399. hoekoem	399	hoekoem		straffen	to punish	menghukum	608	625	252	FALSE									PUNISH	3649	https://concepticon.clld.org/parameters/3649
400. oetang	400	oetang		boete	fine	denda	609	626	253	FALSE									FINE (PENALTY)	218	https://concepticon.clld.org/parameters/218
401. hakim	401	hakim		getuige	witness	saksi	610	627	-	FALSE									WITNESS	1144	https://concepticon.clld.org/parameters/1144
402. ata séng mangoetoes hoekoem	402	ata séng mangoetoes hoekoem		rechter	judge	hakim	611	628	-	FALSE									JUDGE	861	https://concepticon.clld.org/parameters/861
404. kandoeri mè djirat	404	kandoeri mè djirat		lijkfeest	funeral ceremony	upacara kematian, pemakaman	245	243	255	FALSE									FUNERAL	3336	https://concepticon.clld.org/parameters/3336
407/408. kawin	407/408	kawin		huwen <unsp.> huwelijk	marry, marriage	menikah, perkawinan	246	244	258	FALSE									MARRIAGE OR WEDDING	3182	https://concepticon.clld.org/parameters/3182
410. nitoela/masi te tai	410	nitoela/masi te tai		scheiden	to divorce	bercerai	247	245	260	FALSE									DIVORCE (SEPARATE)	3672	https://concepticon.clld.org/parameters/3672
411. djanamoe	411	djanamoe		bruidsschat	bride price	mas kawin	248	246	261	FALSE									BRIDE PRICE	3024	https://concepticon.clld.org/parameters/3024
413. malana	413	malana		baren (bevallen)	to give birth to	melahirkan	250	248	262	FALSE									GIVE BIRTH	1195	https://concepticon.clld.org/parameters/1195
414. bidan	414	bidan		vroedvrouw	midwife	bidan	251	249	-	FALSE									MIDWIFE	3859	https://concepticon.clld.org/parameters/3859
415. bêrakan	415	bêrakan		overspel bedrijven	to commit adultery	berzinah	252	250	263	FALSE									ADULTERY	902	https://concepticon.clld.org/parameters/902
416. bidoean	416	bidoean		lichtekooi	prostitute	pelacur	255	253	-	FALSE									PROSTITUTE	1610	https://concepticon.clld.org/parameters/1610
419. bioelah	419	bioelah		viool (rebab)	violin	biola (rebab)	256	254	-	FALSE										NA	https://concepticon.clld.org/parameters/NA
420. bantjé	420	bantjé		fluit	flute	suling	257	255	265	FALSE									FLUTE	777	https://concepticon.clld.org/parameters/777
421. tamboer	421	tamboer		trom	drum	genderang	258	256	266	FALSE									DRUM	908	https://concepticon.clld.org/parameters/908
422. kêndang	422	kêndang		tamboerijn	tambourine	tambur	259	257	-	FALSE									TAMBOURINE	3141	https://concepticon.clld.org/parameters/3141
423. gambang	423	gambang		gambang	xylophone	gambang	260	258	-	FALSE										NA	https://concepticon.clld.org/parameters/NA
424. sanang	424	sanang		gong	gong	gong	261	259	-	FALSE									GONG	2502	https://concepticon.clld.org/parameters/2502
427. oewong oewong	427	oewong oewong		hoorn	horn	terompet	263	261	-	FALSE									HORN (INSTRUMENT)	939	https://concepticon.clld.org/parameters/939
428. manari	428	manari		dansen	to dance	menari	264	262	269	TRUE	dance								DANCE	1879	https://concepticon.clld.org/parameters/1879
432. mêlajam lajam	432	mêlajam lajam		spelen	to play	bermain	-	263	273	TRUE	play								PLAY	1413	https://concepticon.clld.org/parameters/1413
433. dadoe	433	dadoe		tol	top	gasing	-	264	274	FALSE									TOP	1753	https://concepticon.clld.org/parameters/1753
437. lêheu	437	lêheu		huis	house	rumah	265	265	278	FALSE									HOUSE	1252	https://concepticon.clld.org/parameters/1252
438. jamboer	438	jamboer		hut (op het veld enz.)	hut, shelter	pondok	266	266	279	FALSE									HUT	1678	https://concepticon.clld.org/parameters/1678
440. títí tioe	440	títí tioe		nok van het dak	ridge of roof	bubungan	-	267	280	FALSE									RIDGEPOLE	280	https://concepticon.clld.org/parameters/280
441. taloep	441	taloep		dakbedekking atap:	roofing: thatch	atap	268	268	281	FALSE									THATCH	279	https://concepticon.clld.org/parameters/279
442. boeloe	442	boeloe		dakbedekking: gespleten bamboe	roofing: bamboo lath	atap: bilah, pelupuh bambu	268	268	-	FALSE									THATCH	279	https://concepticon.clld.org/parameters/279
446. asòh	446	asòh		dakspar	rafter	kasau	-	270	282	FALSE									RAFTER	829	https://concepticon.clld.org/parameters/829
449. bientoe	449	bientoe		deur	door	daun pintu	270	271	-	FALSE									DOOR	1567	https://concepticon.clld.org/parameters/1567
451. tínkap	451	tínkap		venster	window	jendela	271	272	-	FALSE									WINDOW	1375	https://concepticon.clld.org/parameters/1375
452. ojoeng ka-eu lêheu	452	ojoeng ka-eu lêheu		hoek	corner	sudut	-	273	286	FALSE									CORNER	192	https://concepticon.clld.org/parameters/192
453. aieran	453	aieran		trap	staircase, steps	tangga, anak tangga	272	274	287	FALSE		add. anak tangga							STAIRS	34	https://concepticon.clld.org/parameters/34
454. aieran	454	aieran		ladder	ladder	tangga	273	275	287	FALSE									LADDER	1464	https://concepticon.clld.org/parameters/1464
456. lahat boeloe	456	lahat boeloe		vloer (van gespleten bamboe)	floor (made from bamboo lath)	lantai (dari bambu)	274	276	-	FALSE									FLOOR	1632	https://concepticon.clld.org/parameters/1632
457. lahat ahan ahan	457	lahat ahan ahan		vloer (van hout)	floor (made from wood)	lantai (dari kayu)	274	276	-	FALSE									FLOOR	1632	https://concepticon.clld.org/parameters/1632
458. dinding boeloe	458	dinding boeloe		omwanding (planken)	wall (plank wall)	dinding (papan)	275	277	-	FALSE									WALL	3830	https://concepticon.clld.org/parameters/3830
459. dinding ahan ahan	459	dinding ahan ahan		omwanding (bamboe)	wall (bamboo wall)	dinding (bilik)	275	277	-	FALSE									WALL	3830	https://concepticon.clld.org/parameters/3830
461. ka-eu lêheu	461	ka-eu lêheu		hoofdstijlen	main posts	tiang rumah	276	278	292	FALSE									COLUMN	2045	https://concepticon.clld.org/parameters/2045
462. tògò-i	462	tògò-i		zolderbalken	ceiling beams	langit-langit rumah, tutup jenang	277	279	293	FALSE									COLUMN	2045	https://concepticon.clld.org/parameters/2045
464. bêrandang achè	464	bêrandang achè		gordijn	curtain	tirai	281	282	-	FALSE									CURTAIN	2621	https://concepticon.clld.org/parameters/2621
465. banò mêreu	465	banò mêreu		slaapplaats	sleeping place	kamar tidur	282	283	-	FALSE									BEDROOM	2505	https://concepticon.clld.org/parameters/2505
468. toel	468	toel		ligmatje	sleeping mat	tikar	296	297	295	FALSE									MATTRESS	105	https://concepticon.clld.org/parameters/105
469. bantal	469	bantal		hoofdkussen	pillow	bantal	291	293	296	FALSE									PILLOW	1044	https://concepticon.clld.org/parameters/1044
470. balè balè	470	balè balè		zit-en ligplaats	couch	bale-bale	283	284	297	FALSE									SOFA	3099	https://concepticon.clld.org/parameters/3099
472/473. aloeloe	472/473	aloeloe		zolder, zolderrek <unsp.>	attic, attic rack	loteng, rak loteng	285	286	-	FALSE										NA	
474. toetoe afoe	474	toetoe afoe		kookplaats	hearth, fireplace	dapur, tungku	286	287	300	FALSE									FIREPLACE	185	https://concepticon.clld.org/parameters/185
475. ahé	475	ahé		vuur	fire	api	287	288	301	TRUE									FIRE	221	https://concepticon.clld.org/parameters/221
476. matoetoeng	476	matoetoeng		brand	fire	api, kebakaran	288	289	-	TRUE									FIRE	221	https://concepticon.clld.org/parameters/221
477. aurip ahé	477	aurip ahé		vuur aanleggen	to make a fire	memasang api	287	288	302	FALSE									LIGHT (IGNITE)	737	https://concepticon.clld.org/parameters/737
478. boenoeh ahé	478	boenoeh ahé		vuur blussen	to extinguish (with water)	memadamkan api (dengan air)	287	288	-	FALSE									EXTINGUISH	127	https://concepticon.clld.org/parameters/127
482. tiembêl	482	tiembêl		rook	smoke	asap	-	290	306	TRUE									SMOKE (EXHAUST)	778	https://concepticon.clld.org/parameters/778
483. lal afoe	483	lal afoe		as	ashes	abu	289	291	307	TRUE									ASH	646	https://concepticon.clld.org/parameters/646
484. ahó-in	484	ahó-in		brandhout	fire wood	kayu api	290	292	308	FALSE									FIREWOOD	10	https://concepticon.clld.org/parameters/10
485. òrip andoet	485	òrip andoet		aansteken (licht)	to put on (light)	menyalakan (sinar)	293	295	-	FALSE									LIGHT (IGNITE)	737	https://concepticon.clld.org/parameters/737
486. boenoeh andoet	486	boenoeh andoet		uitdoen (licht)	to put off (light)	memadamkan (sinar)	294	296	-	FALSE									EXTINGUISH	127	https://concepticon.clld.org/parameters/127
487. ka-eu lêheu	487	ka-eu lêheu		ruimte onder het huis	space under the house	kolong rumah	278	280	309	FALSE									AREA UNDER HOUSE	2632	https://concepticon.clld.org/parameters/2632
488. beucha	488	beucha		bedgordijn	bed curtain	kelambu	297	298	-	FALSE									CURTAIN	2621	https://concepticon.clld.org/parameters/2621
489. koedò koedò	489	koedò koedò		zitbankje	bench, seat	bangku untuk duduk	298	299	-	FALSE									BENCH	2584	https://concepticon.clld.org/parameters/2584
493. kansah-balang	493	kansah-balang		pan (ijzeren)	pot (iron)	kuali (besi), panci (besi)	310	312	-	FALSE									POT	1462	https://concepticon.clld.org/parameters/1462
494. kanèt lêpoel, tajòn	494	kanèt lêpoel, tajòn		pan (aarden)	pot (earthenware)	panci, kuali (tanah liat)	311	313	-	FALSE									CLAY POT	2055	https://concepticon.clld.org/parameters/2055
495. kanèt têmbaga	495	kanèt têmbaga		rijstketel (koperen, dandang)	rice kettle (copper)	dandang	312	314	-	FALSE									RICE STEAMER	854	https://concepticon.clld.org/parameters/854
496. kanèt lêpoel	496	kanèt lêpoel		rijstketel (aarden, koendija)	rice kettle (earthenware)	kundia	312	314	-	FALSE									RICE STEAMER	854	https://concepticon.clld.org/parameters/854
497. ingkan	497	ingkan		bord	dish	piring	313	315	313	FALSE									PLATE	480	https://concepticon.clld.org/parameters/480
498. boe-ai	498	boe-ai		kopje	cup	cangkir	314	316	-	FALSE									CUP	476	https://concepticon.clld.org/parameters/476
499. sóloeq ò-í/òwí	499	sóloeq ò-í/òwí		drinknap	drinking bowl	tempat minum	315	317	314	FALSE									CUP	476	https://concepticon.clld.org/parameters/476
501. ingkan hèfêl	501	ingkan hèfêl		schotel (van aardewerk, grote)	saucer (earthenware)	pinggan	317	318	-	FALSE									SAUCER	271	https://concepticon.clld.org/parameters/271
502. ingkan sitò	502	ingkan sitò		schotel (aarden kleine)	small saucer (earthenware)	pinggan kecil	317	318	-	FALSE									SAUCER	271	https://concepticon.clld.org/parameters/271
503. ingkan têmbaga	503	ingkan têmbaga		koperen schotel	copper saucer	pinggan tembaga	317	318	-	FALSE									SAUCER	271	https://concepticon.clld.org/parameters/271
505. ichéché	505	ichéché		mes	knife	pisau	299	300	317	FALSE									KNIFE	1352	https://concepticon.clld.org/parameters/1352
506. ifé	506	ifé		hakmes	chopper	parang	300	301	318	FALSE									CLEAVER	3067	https://concepticon.clld.org/parameters/3067
507. karis	507	karis		dolk (kris)	kris	keris	302	304	-	FALSE									SWORD	1535	https://concepticon.clld.org/parameters/1535
509. patòh	509	patòh		bijl	axe, hatchet	kapak	-	306	476	FALSE									AXE	677	https://concepticon.clld.org/parameters/677
510. santjang	510	santjang		lepel	spoon	sendok	318	319	319	FALSE									SPOON	1378	https://concepticon.clld.org/parameters/1378
511. sêndo	511	sêndo		scheplepel, schepper	ladle	ciduk, sendok	319	320	320	FALSE									LADLE	2657	https://concepticon.clld.org/parameters/2657
513. mangabih òwi	513	mangabih òwi		water halen	to fetch water	mengambil air	-	583	322	FALSE									DRAW (WATER)	1911	https://concepticon.clld.org/parameters/1911
514. kating	514	kating		mand (grote, kleine, soorten)	basket (all sorts of)	keranjang (bermacam-macam)	320	321	323	FALSE									BASKET	1539	https://concepticon.clld.org/parameters/1539
515. aladó	515	aladó		lamp	lamp	lampu	321	322	324	FALSE									LAMP	625	https://concepticon.clld.org/parameters/625
516. tienêng	516	tienêng		lampepit	lamp wick	sumbu lampu	322	323	-	FALSE										NA	https://concepticon.clld.org/parameters/NA
517. soeloe	517	soeloe		fakkel	torch	suluh	323	324	325	FALSE									TORCH	1919	https://concepticon.clld.org/parameters/1919
519. salappa	519	salappa		doos	box, case	kotak, dos	327	328	-	FALSE									BOX OR CHEST	3150	https://concepticon.clld.org/parameters/3150
520. bêti	520	bêti		kist voor kleren	case for cloth	peti pakaian	324	325	-	FALSE									WARDROBE	3106	https://concepticon.clld.org/parameters/3106
522. sòrahi	522	sòrahi		pot	pot, jar	periuk	325	326	-	FALSE									POT	1462	https://concepticon.clld.org/parameters/1462
525-527. manoengkal	525-527	manoengkal		koken <unsp.>	to cook	memasak	328	329	330	FALSE									COOK (SOMETHING)	1100	https://concepticon.clld.org/parameters/1100
528. mananggal	528	mananggal		braden	to bake, to grill, to fry	membakar, panggang menggoreng (dengan minyak)	329	330	-	FALSE									BAKE	183	https://concepticon.clld.org/parameters/183
530. manoetoeng	530	manoetoeng		roosteren	to grill, to roast	panggang	331	332	332	FALSE									ROAST (SOMETHING)	1962	https://concepticon.clld.org/parameters/1962
534. sósoer, djímpan	534	sósoer, djímpan		spijs(eten)	food	makanan	332	333	336	FALSE									FOOD	256	https://concepticon.clld.org/parameters/256
535. makanan	535	makanan		reisvoorraad, proviand	provisions	bekal	333	334	337	FALSE										NA	https://concepticon.clld.org/parameters/NA
536. alènan	536	alènan		toespijs	side-dish	lauk-pauk	334	335	-	FALSE									PREPARED FOOD	3542	https://concepticon.clld.org/parameters/3542
537. koelè	537	koelè		groente	vegetables	sayuran	344	346	338	FALSE									VEGETABLES	924	https://concepticon.clld.org/parameters/924
539. bantè	539	bantè		vlees (rauw)	meat (raw)	daging (mentah)	335	336	-	FALSE									FLESH OR MEAT	2615	https://concepticon.clld.org/parameters/2615
540. bantè sénga nisinal	540	bantè sénga nisinal		gedroogd vlees	dried meat	dendeng	335	336	340	FALSE									MEAT	634	https://concepticon.clld.org/parameters/634
541. naì <3>	541	naì	3	vis (in het algemeen of in tegenstelling van vlees)	fish	ikan	336/404	337	341	TRUE			naǐ sénga, nisinal	dried fish					FISH	227	https://concepticon.clld.org/parameters/227
544. bóraih	544	bóraih		gepelde rauwe rijst	husked rice	beras	337	338	344	FALSE									RICE	926	https://concepticon.clld.org/parameters/926
545. lajap	545	lajap		gekookte rijst	cooked rice	nasi	337	338	345	FALSE									COOKED RICE	1191	https://concepticon.clld.org/parameters/1191
546. achè	546	achè		padi	unhusked rice	padi	454	456	-	FALSE									UNHUSKED RICE	2749	https://concepticon.clld.org/parameters/2749
549. aròb bateu	549	aròb bateu		rijstschuur, padischuur	rice barn	lumbung beras, lumbung padi	279	281	348	FALSE									GRANARY	3657	https://concepticon.clld.org/parameters/3657
550. lêsoeng	550	lêsoeng		rijstblok	rice pounder, mortar	lesung	338	339	349	FALSE									MORTAR	224	https://concepticon.clld.org/parameters/224
551. alau	551	alau		stamper	pounder	alu	338	339	350	FALSE									GRINDSTONE	2459	https://concepticon.clld.org/parameters/2459
555. pépélada	555	pépélada		malen	to grind	menggiling	339	342	354	FALSE									GRIND	1033	https://concepticon.clld.org/parameters/1033
561. binol	561	binol		pap	porridge	bubur	340	343	-	FALSE									CONGEE	2049	https://concepticon.clld.org/parameters/2049
562. lada naséh	562	lada naséh		peper (zwarte)	black pepper	lada hitam	342	344	-	FALSE									PEPPER	1385	https://concepticon.clld.org/parameters/1385
563. asila	563	asila		zout (subst.)	salt	garam	343	345	360	TRUE									SALT	1274	https://concepticon.clld.org/parameters/1274
565. kêrong	565	kêrong		sarong	sarong	sarung	415	418	369	FALSE									SARONG	2413	https://concepticon.clld.org/parameters/2413
567. saloentjoeng	567	saloentjoeng		broek	trousers	celana	416	419	371	FALSE									TROUSERS	809	https://concepticon.clld.org/parameters/809
569/570. bà-doe	569/570	bà-doe		baadje <unsp.>			-	420	372	FALSE										NA	
571/572. sajamboe	571/572	sajamboe		hoofddoek <unsp.>			-	421	373	FALSE										NA	
573. sòl	573	sòl		kam	comb	sisir	418	422	374	FALSE									COMB	1475	https://concepticon.clld.org/parameters/1475
576. sìnsìm	576	sìnsìm		ring	ring	cincin	419	423	-	FALSE									RING	1374	https://concepticon.clld.org/parameters/1374
577/578. aling aling	577/578	aling aling		buikband <unsp.>			421	425	-	FALSE										NA	
579. teula²	579	teula²		band of ring (arm)	arm ring, bracelet	gelang tangan	420	424	377	FALSE									BRACELET	1754	https://concepticon.clld.org/parameters/1754
580. eunggeung	580	eunggeung		band of ring (enkel)	anklet	gelang laki	420	424	377	FALSE										NA	https://concepticon.clld.org/parameters/NA
582. sêseng kójó	582	sêseng kójó		oorring	earring	anting-anting	422	426	-	FALSE									EARRING	770	https://concepticon.clld.org/parameters/770
583. soebang	583	soebang		oorknop	earclip	subang	423	427	-	FALSE									EARRING	770	https://concepticon.clld.org/parameters/770
586. ènèn	586	ènèn		slendang	shawl	selendang	424	428	-	FALSE									SHAWL	2771	https://concepticon.clld.org/parameters/2771
588. soeping	588	soeping		schaamgordel (soorten)	loin cloth	cawat	425	429	382	FALSE									LOINCLOTH	1965	https://concepticon.clld.org/parameters/1965
589. ènèn	589	ènèn		katoenen weefsel (inheems, europees)	cotton fabric (local, European)	tenunan kapas (asli, Eropa)	426	430	383	FALSE									CLOTH	1616	https://concepticon.clld.org/parameters/1616
590. soetra	590	soetra		zijde	silk	sutera	427	431	-	FALSE									SILK	1641	https://concepticon.clld.org/parameters/1641
600. manarawang	600	manarawang		vlechten	to weave, to plait	menganyam	430	432	388	FALSE									BRAID (VERB) OR WEAVE (BASKET)	3294	https://concepticon.clld.org/parameters/3294
601. mangòjòt	601	mangòjòt		touwdraaien	to twine a rope	memintal tali	431	433	389	FALSE									SPIN	121	https://concepticon.clld.org/parameters/121
602. tali	602	tali		touw	rope	tali	558	565	390	TRUE									ROPE	1218	https://concepticon.clld.org/parameters/1218
603. bênêng	603	bênêng		garen	thread, yarn	benang	559	566	-	FALSE									THREAD	1161	https://concepticon.clld.org/parameters/1161
604. manarat délah	604	manarat délah		knopen (van netten, een knoop leggen)	to knot, to knit	merajut, menyirat	561	568	391	FALSE									KNOT	760	https://concepticon.clld.org/parameters/760
605/606. taung anga	605/606	taung anga		tas of zak <unsp.>	bag or sack	tas atau karung	432	434	392	FALSE										NA	
608. bêndang	608	bêndang		zwaard (houwer)	sabre	parang, kelewang	301	302	-	FALSE									SWORD	1535	https://concepticon.clld.org/parameters/1535
609. samboeng	609	samboeng		schede	sheath	sarung pedang	-	303	394	FALSE									SHEATH	3424	https://concepticon.clld.org/parameters/3424
611. tombaq	611	tombaq		piek, lans, werpspeer	pike, lance, javelin	tombak, lembing	304	307	396	TRUE	spear (war)								SPEAR	945	https://concepticon.clld.org/parameters/945
612. soepít	612	soepít		blaasroer	blow-pipe	sumpitan	305	308	397	FALSE									BLOWGUN	432	https://concepticon.clld.org/parameters/432
617. parisai	617	parisai		schild	shield	perisai	307	310	401	FALSE									SHIELD	1064	https://concepticon.clld.org/parameters/1064
620. bêndil	620	bêndil		geweer	rifle	bedil (senapan)	621	635	402	FALSE									PISTOL	3881	https://concepticon.clld.org/parameters/3881
621. oefat	621	oefat		kruit	gun powder	obat bedil	622	636	403	FALSE									GUNPOWDER	1798	https://concepticon.clld.org/parameters/1798
622. ana bêdil	622	ana bêdil		kogel	bullet	peluru	623	637	404	FALSE									BULLET	1114	https://concepticon.clld.org/parameters/1114
623. manèmba	623	manèmba		schieten	to shoot	menembak	624	638	405	TRUE	shoot								SHOOT	1172	https://concepticon.clld.org/parameters/1172
624. omban	624	omban		slinger	sling	ali-ali	309	311	406	FALSE									SLING	387	https://concepticon.clld.org/parameters/387
626. prang	626	prang		oorlog	war	perang	616	631	408	FALSE									WAR	935	https://concepticon.clld.org/parameters/935
627. moesoeh	627	moesoeh		vijand	enemy	musuh	617	632	409	FALSE									ENEMY	1358	https://concepticon.clld.org/parameters/1358
628. mariam	628	mariam		kanon	cannon	meriam	619	633	-	FALSE									CANNON	3202	https://concepticon.clld.org/parameters/3202
630. damai	630	damai		vrede	peace	damai	626	640	-	FALSE									PEACE	1338	https://concepticon.clld.org/parameters/1338
631. koeta	631	koeta		versterking	fortification	benteng (pertahanan)	592	602	411	FALSE									FORTRESS	1938	https://concepticon.clld.org/parameters/1938
635. mênang	635	mênang		overwinning	victory	kemenangan	628	642	-	FALSE									VICTORY	783	https://concepticon.clld.org/parameters/783
636. ata siniradah	636	ata siniradah		krijgsgevangene	prisoner of war	tawanan perang	629	643	414	FALSE									PRISONER	1072	https://concepticon.clld.org/parameters/1072
637. ata siniroeron	637	ata siniroeron		gezant	delegate	utusan	631	645	415	FALSE										NA	https://concepticon.clld.org/parameters/NA
639. zakat	639	zakat		huldeblijk (upeti, bakti)	tribute <as a mark of respect >	upeti, bakti	632	646	-	FALSE									GIFT	2982	https://concepticon.clld.org/parameters/2982
640. bêlasting	640	bêlasting		belasting	tax	pajak	633	647	-	FALSE									TAX	873	https://concepticon.clld.org/parameters/873
642. langar	642	langar		ploeg	plough	bajak	433	435	-	FALSE									PLOUGH (INSTRUMENT)	2154	https://concepticon.clld.org/parameters/2154
643. mata langar	643	mata langar		ploegijzer	coulter	mata bajak	434	436	-	FALSE										NA	https://concepticon.clld.org/parameters/NA
644. sikè	644	sikè		hark	rake	garu	435	437	-	FALSE									RAKE	338	https://concepticon.clld.org/parameters/338
648. sangkoel	648	sangkoel		handschoffel	trowel (a small trowel)	sekop (kecil)	437	439	-	FALSE										NA	https://concepticon.clld.org/parameters/NA
649. sadeu-ap	649	sadeu-ap		grasmes	knife for cutting grass	alat babat rumput	438	440	421	FALSE									SICKLE OR SCYTHE	2132	https://concepticon.clld.org/parameters/2132
650. rèmbè	650	rèmbè		sikkel	sickle	sabit	439	441	-	FALSE									SICKLE	341	https://concepticon.clld.org/parameters/341
651. sadeu-ap	651	sadeu-ap		rijstmesje, padimesje	knife for cutting rice plant	ani-ani	440	442	422	FALSE									SMALL KNIFE	3233	https://concepticon.clld.org/parameters/3233
